"VGO3_ID"
"10006"
"10159"
"10218"
"10219"
"10311"
"10406"
"10410"
"10792"
"10887"
"10927"
"11147"
"11159"
"11321"
"11345"
"11470"
"11645"
"11658"
"11716"
"11828"
"11848"
"11857"
"12132"
"12248"
"12371"
"12430"
"12575"
"12598"
"12719"
"12741"
"12774"
"12791"
"12797"
"12967"
"12981"
"13216"
"13258"
"13338"
"13367"
"13386"
"13501"
"13503"
"13520"
"13530"
"13691"
"13880"
"14115"
"14180"
"14321"
"14384"
"14424"
"14788"
"15067"
"15191"
"15440"
"15704"
"15762"
"15801"
"15840"
"15987"
"16247"
"16358"
"16394"
"16579"
"16721"
"16908"
"16923"
"16934"
"16971"
"16980"
"17267"
"17437"
"17489"
"17740"
"17884"
"17984"
"18229"
"18682"
"19336"
"19495"
"19513"
"19604"
"19727"
"19990"
"20012"
"20050"
"20128"
"20222"
"20264"
"20383"
"20408"
"20495"
"20638"
"20643"
"20644"
"20750"
"20796"
"20853"
"20859"
"21065"
"21112"
"21461"
"21599"
"21687"
"21715"
"26029"
"26448"
"26473"
"26679"
"27073"
"27259"
"27815"
"27826"
"27904"
"29149"
"29186"
"29540"
"29642"
"29747"
"29785"
"29843"
"29856"
"29926"
"30069"
"30298"
"30699"
"30835"
"30894"
"31273"
"31331"
"31351"
"31650"
"31726"
"31751"
"31857"
"32168"
"32231"
"32828"
"33031"
"33076"
"33243"
"33388"
"33632"
"33898"
"33981"
"34228"
"34247"
"34293"
"34531"
"34893"
"34981"
"35002"
"35259"
"35267"
"35325"
"35332"
"35466"
"35572"
"35787"
"35990"
"36177"
"36411"
"36569"
"36790"
"37032"
"37083"
"37110"
"37113"
"37135"
"37554"
"37691"
"38259"
"38785"
"39068"
"39083"
"39177"
"39199"
"39216"
"39274"
"39277"
"39338"
"39437"
"39447"
"39463"
"39470"
"39505"
"39565"
"40001"
"40003"
"40004"
"40010"
"40018"
"40021"
"40022"
"40028"
"40030"
"40036"
"40037"
"40038"
"40044"
"40046"
"40048"
"40054"
"40059"
"40064"
"40067"
"40068"
"40070"
"40071"
"40072"
"40073"
"40075"
"40077"
"40080"
"40082"
"40088"
"40089"
"40090"
"40098"
"40099"
"40101"
"40103"
"40104"
"40106"
"40110"
"40111"
"40112"
"40125"
"40127"
"40130"
"40132"
"40133"
"40139"
"40145"
"40146"
"40148"
"40149"
"40152"
"40157"
"40160"
"40161"
"40162"
"40168"
"40169"
"40176"
"40177"
"40181"
"40183"
"40184"
"40187"
"40189"
"40190"
"40191"
"40195"
"40196"
"40197"
"40202"
"40210"
"40214"
"40223"
"40230"
"40241"
"40250"
"40251"
"40255"
"40256"
"40257"
"40262"
"40266"
"40268"
"40271"
"40273"
"40275"
"40277"
"40278"
"40280"
"40283"
"40288"
"40289"
"40299"
