"","Cluster","Count","Proportion"
"1","Cor(28) clust",14,0.0167464114832536
"2","Cor(3) clust",135,0.161483253588517
"3","Cor(7) clust",51,0.0610047846889952
"4","Dolo(1) clust",330,0.394736842105263
"5","Fus(72)/Strep(150)/Prev(254) clust",3,0.00358851674641148
"6","Mor(47) clust",18,0.0215311004784689
"7","Mor(5) clust",116,0.138755980861244
"8","Staph(2) clust",153,0.183014354066986
"9","Strep(23)/Strep(8) clust",16,0.0191387559808612
