"","Cluster","Count","Proportion"
"1","Cor(28) clust",15,0.0163755458515284
"2","Cor(3) clust",146,0.15938864628821
"3","Cor(7) clust",51,0.0556768558951965
"4","Dolo(1) clust",360,0.393013100436681
"5","Fus(72)/Strep(150)/Prev(254) clust",4,0.00436681222707424
"6","Mor(47) clust",18,0.0196506550218341
"7","Mor(5) clust",121,0.132096069868996
"8","Staph(2) clust",183,0.199781659388646
"9","Strep(23)/Strep(8) clust",18,0.0196506550218341
