"Cluster","PopulationGF_Estimate","PopulationGF_p_value","Adjusted_p_value"
"Dolo(1) clust",0.124085689707462,0.726979508581996,0.726979508581996
"Staph(2) clust",0.600616900772568,0.132505374011385,0.271203357419587
"Cor(3) clust",-0.672979486416938,0.135601678709794,0.271203357419587
"Mor(5) clust",-0.709681508497173,0.287080801253769,0.382774401671692
