"","Cluster","Variable","Estimate","Std. Error","z value","Pr(>|z|)"
"age19","Strep(8)/Gem(27) clust","meca_RF_preds",-0.00526385945794702,0.0180271956218501,-0.291995469975757,0.770290087556772
"gender119","Strep(8)/Gem(27) clust","meca_RF_preds",-0.226549054696937,0.342345646158082,-0.66175532605525,0.508128040978451
"smoked_ever119","Strep(8)/Gem(27) clust","meca_RF_preds",0.461332047255498,0.363939591683048,1.26760610221618,0.204938651667573
"smoked_ever219","Strep(8)/Gem(27) clust","meca_RF_preds",-0.341703454726873,1.05055575884313,-0.32525970359075,0.744984526012018
"sampling_seasonFall19","Strep(8)/Gem(27) clust","meca_RF_preds",0.242943609487813,0.551040113926446,0.440881894707654,0.659298501639726
"sampling_seasonSpring19","Strep(8)/Gem(27) clust","meca_RF_preds",-0.425290964110636,0.597330896900913,-0.711985544891685,0.476473727239584
"sampling_seasonWinter19","Strep(8)/Gem(27) clust","meca_RF_preds",0.531958750816997,0.529102604724744,1.00539809493801,0.314705196831098
"(Intercept)20","Strep(4)/Prev(12)/Veill(6) clust","(Intercept)",-3.78936540496859,1.14102909192096,-3.32100682778304,0.000896933430805437
"KRD_nGoatsWghtDist.3000m.sum4","Strep(4)/Prev(12)/Veill(6) clust","KRD_nGoatsWghtDist.3000m.sum",0.20253046177123,0.0749776287995003,2.70121188165103,0.0069087310107454
"KRD_nCowsWghtDist.3000m.sum4","Strep(4)/Prev(12)/Veill(6) clust","KRD_nCowsWghtDist.3000m.sum",-0.0580939470682818,0.0723825120033704,-0.802596448511993,0.42220802174589
"KRD_nPoultryWghtDist.3000m.sum4","Strep(4)/Prev(12)/Veill(6) clust","KRD_nPoultryWghtDist.3000m.sum",-0.00052965103076297,0.00052354858658322,-1.01165592714054,0.311702595146883
"KRD_nPigsWghtDist.3000m.sum4","Strep(4)/Prev(12)/Veill(6) clust","KRD_nPigsWghtDist.3000m.sum",0.00472555832393635,0.00713916089510296,0.66192069255335,0.50802204956531
"age20","Strep(4)/Prev(12)/Veill(6) clust","age",0.01620128126055,0.015405183275617,1.05167728099627,0.292947637879455
"gender120","Strep(4)/Prev(12)/Veill(6) clust","gender1",-0.135060808747907,0.284302817878956,-0.47505969077454,0.634744428405513
"smoked_ever120","Strep(4)/Prev(12)/Veill(6) clust","smoked_ever1",-0.252922502937508,0.303995392836705,-0.831994526553131,0.405412034001892
"smoked_ever220","Strep(4)/Prev(12)/Veill(6) clust","smoked_ever2",0.898476763993227,0.528444819388039,1.70022816201264,0.0890880169860165
"sampling_seasonFall20","Strep(4)/Prev(12)/Veill(6) clust","sampling_seasonFall",0.430160599707117,0.437269789281274,0.983741868868091,0.325242447928819
"sampling_seasonSpring20","Strep(4)/Prev(12)/Veill(6) clust","sampling_seasonSpring",-0.49627368033744,0.494005457850654,-1.00459149276742,0.315093595361726
"sampling_seasonWinter20","Strep(4)/Prev(12)/Veill(6) clust","sampling_seasonWinter",0.152666779273825,0.44742551400417,0.341211608402827,0.732944284883382
"(Intercept)21","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",-2.01101736918317,1.67899184383281,-1.19775291140928,0.2310132239324
"ecoli_RF_preds4","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",-0.473566067380107,0.372279874852624,-1.27207001873948,0.20334824248462
"age21","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",0.0147186536682991,0.0151539318562099,0.971276221112714,0.331410746702527
"gender121","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",-0.144417983628461,0.282806015275926,-0.510660933034104,0.609588500911321
"smoked_ever121","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",-0.212890914341295,0.301218403811147,-0.706765960006777,0.479711931641062
"smoked_ever221","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",0.729971772996162,0.522013081215172,1.39837831515044,0.161999491464473
"sampling_seasonFall21","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",0.396681171439025,0.431487676511962,0.919333721522931,0.357921044815211
"sampling_seasonSpring21","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",-0.543485020853058,0.488053173285941,-1.1135774759826,0.265460493749757
"sampling_seasonWinter21","Strep(4)/Prev(12)/Veill(6) clust","ecoli_RF_preds",0.155048682643786,0.444535682958275,0.348787934439762,0.727248522199215
"(Intercept)22","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",-1.4029494684441,1.93358972290287,-0.725567296839928,0.468104075429376
"staph_RF_preds4","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",-0.294715361358341,0.21124369515837,-1.39514394092279,0.162972437858868
"age22","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",0.0137240995212176,0.0151332652054158,0.906882905634012,0.364468721822969
"gender122","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",-0.148747469738248,0.282677142418329,-0.526209754583267,0.598742477254184
"smoked_ever122","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",-0.215563702774298,0.301029563479768,-0.716088148560817,0.473936921243763
"smoked_ever222","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",0.729281370501711,0.522240189092427,1.39644819708167,0.162579569910762
"sampling_seasonFall22","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",0.450134599004553,0.433592057484039,1.03815231675715,0.299199148035782
"sampling_seasonSpring22","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",-0.506128365438997,0.4884853575389,-1.03611778250424,0.30014719714904
"sampling_seasonWinter22","Strep(4)/Prev(12)/Veill(6) clust","staph_RF_preds",0.179548864182755,0.445477099276154,0.4030484720191,0.686912566221758
"(Intercept)23","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",0.727002298658163,3.11412549213424,0.233453115648181,0.815409572035982
"tetw_RF_preds4","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",-0.453238029955147,0.302429354492687,-1.49865753182404,0.133962499298018
"age23","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",0.0149649345346074,0.0151763702583668,0.986068096642356,0.324099697855168
"gender123","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",-0.139056037261094,0.283073249481333,-0.491236941377831,0.623258873939475
"smoked_ever123","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",-0.206319758457808,0.301235823363121,-0.684911097738539,0.493400022563879
"smoked_ever223","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",0.73644592272594,0.521896762228025,1.41109502113404,0.158216597889638
"sampling_seasonFall23","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",0.395586941720812,0.43178065871542,0.916175687205888,0.359574755256578
"sampling_seasonSpring23","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",-0.549502714284466,0.488447956810374,-1.12499746722821,0.260590107545529
"sampling_seasonWinter23","Strep(4)/Prev(12)/Veill(6) clust","tetw_RF_preds",0.160697893533081,0.444920379308664,0.361183485869496,0.717962286444887
"(Intercept)24","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",-2.92276041535245,1.32510398365586,-2.20568381908323,0.0274061456433561
"meca_RF_preds4","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",-0.290390030323666,0.307321984010309,-0.94490484063101,0.344707460021117
"age24","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",0.0145713340848109,0.0151363516991817,0.962671479521623,0.335712413747581
"gender124","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",-0.139013912109693,0.282640980300029,-0.491839194592825,0.622833026235672
"smoked_ever124","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",-0.211552431882976,0.301221238730211,-0.702315788802839,0.482482248984797
"smoked_ever224","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",0.740709105564365,0.521813004613465,1.41949146344685,0.155755783876324
"sampling_seasonFall24","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",0.403145735429437,0.43129421392499,0.934734857119025,0.349924958450329
"sampling_seasonSpring24","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",-0.541514628680638,0.487921078996711,-1.10984061150654,0.267067715664929
"sampling_seasonWinter24","Strep(4)/Prev(12)/Veill(6) clust","meca_RF_preds",0.15819272129829,0.44446727253369,0.355915341969974,0.721903965930248
"(Intercept)25","Fuso(72)/Por(76)/Prev(128) clust","(Intercept)",-3.52335436108561,2.00379865766465,-1.75833751939525,0.0786900973430351
"KRD_nGoatsWghtDist.3000m.sum5","Fuso(72)/Por(76)/Prev(128) clust","KRD_nGoatsWghtDist.3000m.sum",-0.0678074671531049,0.167101689733383,-0.405785646221139,0.684900106165096
"KRD_nCowsWghtDist.3000m.sum5","Fuso(72)/Por(76)/Prev(128) clust","KRD_nCowsWghtDist.3000m.sum",0.0186789299859841,0.123113931777835,0.151720684379499,0.879407242262233
"KRD_nPoultryWghtDist.3000m.sum5","Fuso(72)/Por(76)/Prev(128) clust","KRD_nPoultryWghtDist.3000m.sum",0.00101932074113277,0.000705484491677705,1.44485208839777,0.148499436481008
"KRD_nPigsWghtDist.3000m.sum5","Fuso(72)/Por(76)/Prev(128) clust","KRD_nPigsWghtDist.3000m.sum",0.00539154364907403,0.0127652361346709,0.422361450441985,0.672761211101178
"age25","Fuso(72)/Por(76)/Prev(128) clust","age",-0.012931528340087,0.0275941917263763,-0.468632256683429,0.639332516516302
"gender125","Fuso(72)/Por(76)/Prev(128) clust","gender1",-0.136555609901748,0.558906285422921,-0.24432648811315,0.80697797044617
"smoked_ever125","Fuso(72)/Por(76)/Prev(128) clust","smoked_ever1",0.385550198769436,0.61880371292968,0.623057345509576,0.533246838396846
"smoked_ever225","Fuso(72)/Por(76)/Prev(128) clust","smoked_ever2",1.51218359244174,0.896422219671554,1.68690998422128,0.0916206619695024
"sampling_seasonFall25","Fuso(72)/Por(76)/Prev(128) clust","sampling_seasonFall",-0.203669213952694,0.674804662152098,-0.301819512187644,0.762789655551327
"sampling_seasonSpring25","Fuso(72)/Por(76)/Prev(128) clust","sampling_seasonSpring",-2.1671468510136,1.13044856242347,-1.91706807638168,0.0552292836392505
"sampling_seasonWinter25","Fuso(72)/Por(76)/Prev(128) clust","sampling_seasonWinter",-1.0931636786762,0.791267223757463,-1.38153539771953,0.167114401801311
"(Intercept)26","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",-5.43292350660662,3.39495663644311,-1.60029245978785,0.109533718809895
"ecoli_RF_preds5","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",0.735772022031874,0.762471661062197,0.96498277851648,0.334553437620664
"age26","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",-0.0147957956631748,0.0281668563932206,-0.52529098230273,0.599380925233003
"gender126","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",-0.113075606624676,0.556525443748319,-0.20318137812907,0.838993267362397
"smoked_ever126","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",0.398559427298001,0.6283679328457,0.63427715907309,0.525899960098771
"smoked_ever226","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",1.59369564273637,0.872336060593535,1.82692853675224,0.0677105149557675
"sampling_seasonFall26","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",-0.271556298870247,0.666919319555583,-0.407180135449074,0.683875690248377
"sampling_seasonSpring26","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",-2.21248387758092,1.12846704302249,-1.9606100960246,0.0499245237435839
"sampling_seasonWinter26","Fuso(72)/Por(76)/Prev(128) clust","ecoli_RF_preds",-0.998472702946992,0.779348981135841,-1.28116251783867,0.200136588491059
"(Intercept)27","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",-3.36221626475626,3.88246089117075,-0.866001322100216,0.386489436762833
"staph_RF_preds5","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",0.0788186261607,0.42961017088604,0.183465456597879,0.854432820360008
"age27","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",-0.0155324838060216,0.0283175587423075,-0.548510694278723,0.583341288166966
"gender127","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",-0.12673236469693,0.555652405302436,-0.228078495634246,0.819585217530225
"smoked_ever127","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",0.399953437999181,0.629058408643537,0.635796982448127,0.524908754522816
"smoked_ever227","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",1.5550503171935,0.868517388247608,1.79046538185159,0.0733791276651879
"sampling_seasonFall27","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",-0.289711487020063,0.666181109136483,-0.434883972311363,0.663646648938538
"sampling_seasonSpring27","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",-2.24747547559066,1.1276706690934,-1.99302468104233,0.0462587445348197
"sampling_seasonWinter27","Fuso(72)/Por(76)/Prev(128) clust","staph_RF_preds",-0.999787032649601,0.779963022380236,-1.28183901539142,0.199899124645589
"(Intercept)28","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",-9.61784526260181,7.37747312402152,-1.30367743818483,0.192343585164047
"tetw_RF_preds5","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",0.693934716918525,0.717284587442917,0.967446853127525,0.333320697513517
"age28","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",-0.0148729469516943,0.0281476510473081,-0.528390341584708,0.597228439727381
"gender128","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",-0.11560886311304,0.555916311549787,-0.207960911941484,0.835259487827092
"smoked_ever128","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",0.384324672986824,0.629205623892437,0.61080934180036,0.541325808175326
"smoked_ever228","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",1.58663840712051,0.872359285369359,1.81879007162597,0.0689434636824855
"sampling_seasonFall28","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",-0.270951734315665,0.667167923642002,-0.406122244061985,0.684652782414937
"sampling_seasonSpring28","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",-2.21450912374756,1.12820552949227,-1.96285966152298,0.0496624830671228
"sampling_seasonWinter28","Fuso(72)/Por(76)/Prev(128) clust","tetw_RF_preds",-1.00382754824176,0.77963814133338,-1.28755571979195,0.197900661704742
"(Intercept)29","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",-4.57773929780185,2.58859259759683,-1.76842787159775,0.0769894005064351
"meca_RF_preds5","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",0.651704101628808,0.6107491611649,1.06705689187652,0.285946146338228
"age29","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",-0.0134130433537272,0.0282225114151198,-0.475260445693056,0.634601348256756
"gender129","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",-0.134314105876557,0.556395950427332,-0.241400221862505,0.809244940813712
"smoked_ever129","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",0.374265140539838,0.625557564232083,0.598290488261102,0.549646122180711
"smoked_ever229","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",1.57707967885777,0.870572671872249,1.81154282670752,0.0700568659526747
"sampling_seasonFall29","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",-0.277026811547243,0.666791478011363,-0.415462435682962,0.677803408692311
"sampling_seasonSpring29","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",-2.19526126055023,1.12870377220403,-1.94494012920992,0.0517821845193534
"sampling_seasonWinter29","Fuso(72)/Por(76)/Prev(128) clust","meca_RF_preds",-1.01222862276787,0.779317661630409,-1.29886524148597,0.193990180034087
