"staph_copiespm3.ln.diffmeth.mean","MinDistAnyFarm.NEG.95Win.10to90scaled","MinDistAnyFarm.INV.95Win.10to90scaled","AllFarm.250m.95Win.10to90scaled","AllFarm.500m.95Win.10to90scaled","AllFarm.1000m.95Win.10to90scaled","AllFarm.3000m.95Win.10to90scaled","nAnyFarmWghtDist.1000m.sum.95Win.10to90scaled","nAnyFarmWghtDist.3000m.sum.95Win.10to90scaled"
5.091825823,-1.50861401607964,0.113572271899766,0,0,0,0.971428571428571,0,0.508858871801483
6.346724696,-0.417106808602413,0.41077419269889,0,0.428571428571429,0.388888888888889,0.842857142857143,0.340044040021183,0.72363576975309
7.055141934,-0.329062458758557,0.5206814730144,0.5,0.285714285714286,0.5,1.07142857142857,0.427636237697348,0.814973675207457
8.410385545,-0.546484587314945,0.313525225820587,0,0.142857142857143,0.5,1.4,0.337881773970079,0.968234442720338
7.802474031,-0.756651967097172,0.226440631964311,0,0,0.5,1.85714285714286,0.305696314189433,1.23672358713716
7.310804524,-0.856962570577056,0.199934923149174,0,0,0.5,0.557142857142857,0.285161680301833,0.429702184651508
6.756231473,-0.116854962179994,1.46623399932124,0.5,0.285714285714286,0.333333333333333,1.05714285714286,0.49437687671425,0.932262241637067
5.16901704,-0.315770261765953,0.542599299433347,1.5,0.714285714285714,0.777777777777778,0.714285714285714,0.794690994991194,0.833826870253265
6.836511545,-0.406381473637197,0.421615550022165,0,0.714285714285714,0.611111111111111,0.742857142857143,0.528870581581355,0.727190680009662
8.467306608,-0.203540887294092,0.841780334667729,1,0.285714285714286,0.888888888888889,1.32857142857143,0.77815965670812,1.09778029424171
8.110523532,-1.50861401607964,0.113572271899766,0,0,0,0.814285714285714,0,0.477621736283436
8.132584892,-0.427925377780456,0.400389298594679,0,0.571428571428571,0.388888888888889,0.7,0.390922355393165,0.551371278545274
8.566942851,-0.21269016369646,0.805569563013573,1,0.571428571428571,0.722222222222222,1.61428571428571,0.75162650827468,1.33432280898897
9.052480185,-0.295700704506983,0.579426201534442,0.5,0.857142857142857,1.16666666666667,1.97142857142857,0.996139662640745,1.66690353808529
8.19007669,-0.154874141903348,1.10629649966969,0.5,0.428571428571429,1.05555555555556,1.97142857142857,0.927537674738829,1.6645409203874
8.665904101,-0.241166683604386,0.710449413424598,0.5,0.428571428571429,0.555555555555556,1.48571428571429,0.530082279867216,1.13744579698065
8.785226407,-0.150078356934264,1.14164843720066,0.5,0.142857142857143,0.444444444444444,1.35714285714286,0.45550622774604,1.04293714362292
8.340220354,-0.0756506986877222,2.26483988852713,1.5,1.14285714285714,1.11111111111111,1.5,1.38712692629264,1.71282564275265
7.324008605,-0.511622748007856,0.334888843258383,0,0.285714285714286,0.722222222222222,1.28571428571429,0.497767106843977,0.969699890276585
5.335614756,-1.14910456198748,0.149104517147205,0,0,0.277777777777778,1.48571428571429,0.145996927727391,0.97039335188984
7.50219175,-0.890446914214656,0.19241656586635,0,0,0.5,1.41428571428571,0.282697567610769,0.924798083638559
9.651112699,-0.277163328321291,0.618179667861324,1,0.428571428571429,1.22222222222222,1.97142857142857,0.844086799537194,1.71282564275265
7.961966856,-0.929205298675868,0.184390618636961,0,0,0.722222222222222,1.25714285714286,0.41814664510666,0.890827776501268
8.526345785,-0.558145937740988,0.306974717655316,0,0.571428571428571,0.722222222222222,1.97142857142857,0.527351588905893,1.39318857193985
7.373130901,-0.659179605076586,0.259924130783355,0,0.142857142857143,0.5,1.14285714285714,0.329848279656174,0.799565486448944
7.792913696,-0.680339274039917,0.251840176663603,0,0.285714285714286,0.666666666666667,1.75714285714286,0.454114056616681,1.20131591864204
8.864235319,-0.126270100345793,1.35690655066238,1.5,1.14285714285714,0.944444444444444,1.4,1.38712692629264,1.58641758800543
8.687839243,-0.541216892493999,0.316576815298351,0,0.142857142857143,0.722222222222222,1.47142857142857,0.484166348042163,1.05277239533277
8.310632333,-1.50861401607964,0.113572271899766,0,0,0,1.82857142857143,0,0.952920760675898
7.84082715,-1.26594610954171,0.135342767934598,0,0,0.0555555555555556,1.45714285714286,0.0294577121532504,0.763563393625931
8.345969366,-1.44703022289561,0.118405823559647,0,0,0,1.12857142857143,0,0.661266454165598
8.656372899,-0.293609184886843,0.583553706136144,0.5,1.14285714285714,1.22222222222222,1.87142857142857,1.38712692629264,1.71282564275265
8.604444556,-0.818321098822228,0.209375930082361,0,0,0.944444444444444,1.08571428571429,0.583360600051808,0.896991627103021
8.359810603,-0.13773322544318,1.24397520152056,1,0.428571428571429,0.5,1.75714285714286,0.735299344418841,1.43614502482419
8.575327284,-0.41360837718699,0.414248674945875,0,1,1.22222222222222,1.97142857142857,1.07936674118896,1.65431537082743
10.00301781,-0.379730971076286,0.451205588400425,0,1.14285714285714,0.777777777777778,1.44285714285714,0.731036467416816,1.22221169918558
7.957408921,-0.335769290375167,0.510281157855491,1,0.714285714285714,0.888888888888889,1.67142857142857,0.722455151530189,1.3069751104122
7.81075241,-0.792036185003106,0.216324420082341,0,0,0.5,1.28571428571429,0.285815823358035,0.913582529020399
6.308732904,-0.991055879048339,0.17288295312723,0,0,0.111111111111111,0.871428571428571,0.0635999984405494,0.521068510663795
7.28426135,-0.522394503427932,0.327983413588061,0,0.428571428571429,0.555555555555556,1.1,0.449382982970309,0.892700942037844
7.871516864,-0.387643197271748,0.441995897287709,0,0.285714285714286,0.5,1.1,0.367248965695675,0.807783875900731
7.243902359,-0.149104561987476,1.1491045171472,0.5,0.285714285714286,0.555555555555556,1.11428571428571,0.607220245985777,0.927478041942591
8.745205068,-0.611477481267388,0.280201156982422,0,0.428571428571429,0.555555555555556,1.85714285714286,0.388392508244369,1.25735273269349
6.855208748,-0.553617429314347,0.309485739854162,0,0.142857142857143,0.277777777777778,1.94285714285714,0.195977758619715,1.22258603136934
8.495995913,-1.50861401607964,0.113572271899766,0,0,0,1.17142857142857,0,0.67949235734418
8.624022383,-0.946646411567307,0.180993360286964,0,0,0.166666666666667,1.14285714285714,0.107815096354554,0.648605129048057
8.415623165,-0.514263415247964,0.333169158412547,0,0.142857142857143,0.722222222222222,1.81428571428571,0.470377035137908,1.32313179635848
9.281053245,-0.417300758742196,0.410583327491126,0,0.285714285714286,0.555555555555556,1.22857142857143,0.436946545105598,0.929714756568894
7.781165058,-0.147446532297697,1.16202617474926,1,1,0.777777777777778,1.31428571428571,1.06339442980251,1.28169139634147
6.401116981,-0.88252010706123,0.194144791604019,0,0,0.166666666666667,1.11428571428571,0.104613213777519,0.654315370827427
8.632441041,-0.714819925796726,0.239692181513406,0,0.142857142857143,0.611111111111111,1.22857142857143,0.397916026631389,0.844496064722371
8.280257065,-0.540902121026698,0.316761037590244,0,0.285714285714286,0.444444444444444,1.24285714285714,0.345966621715417,0.847414621969131
8.273397863,-0.52938366803295,0.323653181428827,0,0.285714285714286,0.777777777777778,1.04285714285714,0.571918286130734,0.848101479982164
2.963732466,-0.359942918457097,0.47601082937635,0.5,0.428571428571429,0.222222222222222,0.985714285714286,0.257924248860536,0.678629910437126
8.870935796,-0.224104060894332,0.76454089800123,1.5,1,0.777777777777778,1.68571428571429,1.06359999844055,1.58450628876731
9.259982861,-0.195502562749822,0.876391231208703,1.5,0.571428571428571,0.611111111111111,1.58571428571429,0.855312365315041,1.41658922343266
