,Loc_ID,MindistPigs15.NEG,MindistPoultry250.NEG,MindistCows5.NEG,MindistHorses5.NEG,MindistGoats50.NEG,MindistSheep50.NEG,MindistFuranims250.NEG,MinDistAnyFarm.NEG,MindistPigs15.INV,MindistPoultry250.INV,MindistCows5.INV,MindistHorses5.INV,MindistGoats50.INV,MindistSheep50.INV,MindistFuranims250.INV,MinDistAnyFarm.INV,npigs.500m,npoultry.500m,ncows.500m,nhorses.500m,npigs.1000m,npoultry.1000m,ncows.1000m,nhorses.1000m,nsheep.1000m,npigs.3000m,npoultry.3000m,ncows.3000m,nhorses.3000m,ngoats.3000m,nsheep.3000m,nfuranims.3000m,AllFarm.250m,AllFarm.500m,AllFarm.1000m,AllFarm.3000m,PigFarm.500m,PoultryFarm.500m,CattleFarm.500m,PigFarm.1000m,PoultryFarm.1000m,CattleFarm.1000m,HorseFarm.1000m,PigFarm.3000m,PoultryFarm.3000m,CattleFarm.3000m,HorseFarm.3000m,GoatFarm.3000m,SheepFarm.3000m,FuranimFarm.3000m,npigsWghtDist.1000m.sum,npoultryWghtDist.1000m.sum,ncowsWghtDist.1000m.sum,nhorsesWghtDist.1000m.sum,nsheepWghtDist.1000m.sum,npigsWghtDist.3000m.sum,npoultryWghtDist.3000m.sum,ncowsWghtDist.3000m.sum,nhorsesWghtDist.3000m.sum,ngoatsWghtDist.3000m.sum,nsheepWghtDist.3000m.sum,nfuranimsWghtDist.3000m.sum,nAnyFarmWghtDist.1000m.sum,nPigFarmWghtDist.1000m.sum,nPoultryFarmWghtDist.1000m.sum,nCattleFarmWghtDist.1000m.sum,nHorseFarmWghtDist.1000m.sum,nAnyFarmWghtDist.3000m.sum,nPigFarmWghtDist.3000m.sum,nPoultryFarmWghtDist.3000m.sum,nCattleFarmWghtDist.3000m.sum,nHorseFarmWghtDist.3000m.sum,nGoatFarmWghtDist.3000m.sum,nSheepFarmWghtDist.3000m.sum,nFuranimFarmWghtDist.3000m.sum,nfatpigs.500m,ndairycows.500m,nmeatcows.500m,npiglets.1000m,nsows.1000m,nboars.1000m,nfatpigs.1000m,nlayinghens.1000m,nbroilerchicks.1000m,ndairycows.1000m,nmeatcows.1000m,npiglets.3000m,nsows.3000m,nboars.3000m,nfatpigs.3000m,nlayinghens.3000m,nbroilerchicks.3000m,notherpoultryanim.3000m,ndairycows.3000m,nmeatcows.3000m,DairyctlFarm.500m,PigMultipFarm.1000m,FatpigFarm.1000m,HensFarm.1000m,BroilerFarm.1000m,DairyctlFarm.1000m,MeatctlFarm.1000m,PigMultipFarm.3000m,FatpigFarm.3000m,HensFarm.3000m,BroilerFarm.3000m,OthpoultFarm.3000m,DairyctlFarm.3000m,MeatctlFarm.3000m,npigletsWghtDist.1000m.sum,nsowsWghtDist.1000m.sum,nboarsWghtDist.1000m.sum,nfatpigsWghtDist.1000m.sum,nlayinghensWghtDist.1000m.sum,nbroilerchicksWghtDist.1000m.sum,ndairycowsWghtDist.1000m.sum,nmeatcowsWghtDist.1000m.sum,npigletsWghtDist.3000m.sum,nsowsWghtDist.3000m.sum,nboarsWghtDist.3000m.sum,nfatpigsWghtDist.3000m.sum,nlayinghensWghtDist.3000m.sum,nbroilerchicksWghtDist.3000m.sum,notherpoultryanimWghtDist.3000m.sum,ndairycowsWghtDist.3000m.sum,nmeatcowsWghtDist.3000m.sum,nPigMultipFarmWghtDist.1000m.sum,nFatpigFarmWghtDist.1000m.sum,nHensFarmWghtDist.1000m.sum,nBroilerFarmWghtDist.1000m.sum,nDairyctlFarmWghtDist.1000m.sum,nMeatctlFarmWghtDist.1000m.sum,nPigMultipFarmWghtDist.3000m.sum,nFatpigFarmWghtDist.3000m.sum,nHensFarmWghtDist.3000m.sum,nBroilerFarmWghtDist.3000m.sum,nOthpoultFarmWghtDist.3000m.sum,nDairyctlFarmWghtDist.3000m.sum,nMeatctlFarmWghtDist.3000m.sum
29,31,-1251.812795,-1458.308384,-1168.865514,-1253.509876,-3412.014726,-1489.317801,-2846.336271,-1168.865514,0.000798841,0.000685726,0.00085553,0.00079776,0.000293082,0.000671448,0.000351329,0.00085553,0,0,0,0,0,0,0,0,0,181346,478567,14865,179,3,1149,7008,0,0,0,128,0,0,0,0,0,0,0,59,11,43,11,0,2,2,0,0,0,0,0,76.348798,262.3017852,6.185398621,0.078141705,0.001861291,0.482686461,2.462090579,0,0,0,0,0,0.056999771,0.024875125,0.005406645,0.019961174,0.005006276,0,0.001050628,0.000699922,0,0,0,0,0,0,0,0,0,0,0,49418,13987,88,117853,92945,379872,5750,5393,9472,0,0,0,0,0,0,0,23,36,4,6,1,29,14,0,0,0,0,0,0,0,0,21.94814197,6.112646294,0.039828236,48.2481815,44.83864458,215.2344752,2.228665424,2.349188257,3.836210364,0,0,0,0,0,0,0.010459907,0.014415218,0.001884582,0.003134469,0.000387594,0.013678584,0.00628259
30,32,-876.466828,-1157.518696,-1166.444968,-1161.267142,-2191.048035,-2790.758621,-2769.689308,-876.466828,0.001140944,0.000863917,0.000857306,0.000861128,0.000456403,0.000358326,0.000361051,0.001140944,0,0,0,0,1933,0,0,0,0,87891,541243,14254,486,202,297,3008,0,0,1,102,0,0,0,1,0,0,0,35,12,40,12,0,1,2,2.205445703,0,0,0,0,38.14199696,197.3145652,7.059241496,0.235183445,0.092457951,0.13088914,1.088350726,0.001140944,0.001140944,0,0,0,0.045673198,0.015329486,0.004910216,0.018534293,0.005530233,0,0.000358326,0.001010644,0,0,0,0,0,0,1933,0,0,0,0,29884,7135,49,50823,148225,325812,67206,6089,8165,0,0,1,0,0,0,0,11,24,5,4,3,28,12,0,0,0,2.205445703,0,0,0,0,12.4052467,2.990194478,0.020049662,22.72650612,62.74465379,111.9271021,22.64280926,3.032469886,4.02677161,0,0.001140944,0,0,0,0,0.004886746,0.010442739,0.002480519,0.001403513,0.001026184,0.012769205,0.005765089
31,33,-1001.838846,-1359.114507,-1001.838846,-1427.281819,-3188.162822,-2744.428221,-2207.792512,-1001.838846,0.000998165,0.000735773,0.000998165,0.000700632,0.00031366,0.000364375,0.000452941,0.000998165,0,0,0,0,0,0,0,0,0,70764,164026,10179,405,5,372,9117,0,0,0,79,0,0,0,0,0,0,0,25,5,34,11,0,2,2,0,0,0,0,0,34.32491662,76.77520055,5.203538776,0.175254249,0.001896581,0.153079616,4.129756767,0,0,0,0,0,0.039554219,0.012715807,0.002588349,0.017655863,0.004931549,0,0.00072019,0.000942461,0,0,0,0,0,0,0,0,0,0,0,21340,6063,30,43331,20055,143966,5,5124,5055,0,0,0,0,0,0,0,10,15,2,3,0,26,8,0,0,0,0,0,0,0,0,10.07032667,2.704035951,0.0147781,21.5357759,10.48568499,66.28751102,0.002004535,2.593718803,2.609819973,0,0,0,0,0,0,0.004189271,0.008526536,0.00105448,0.001533869,0,0.012981856,0.004674007
32,34,-203.277777,-327.5051208,-322.9660974,-320.1365201,-3719.909227,-771.8666674,-3507.550423,-203.277777,0.004919377,0.003053387,0.0030963,0.003123667,0.000268824,0.001295561,0.000285099,0.004919377,17847,17000,309,8,41113,279275,2365,62,879,188947,790424,20119,119,0,1164,0,1,8,30,131,5,1,1,10,4,9,6,56,10,52,11,0,2,0,80.81755576,374.5775373,3.485339569,0.108159896,1.100012897,167.2076075,707.1787235,13.22352052,0.140965399,0,1.234208385,0,0.05372563,0.022062376,0.007073654,0.013350183,0.009943857,0.110951263,0.048339198,0.01082716,0.0372593,0.01278504,0,0.001740565,0,3692,132,177,14639,3658,23,22793,25,279250,1413,952,48991,13867,85,126004,106974,650950,32500,6348,13771,0,6,4,0,4,7,2,22,34,3,6,1,37,15,40.51301882,8.533472698,0.05991733,31.71114691,0.027079387,374.5504579,2.098843206,1.386496363,62.60994564,15.28634751,0.097808467,89.21350589,58.10890724,631.7786212,17.29119512,4.868464256,8.355056269,0.017270811,0.004791565,0,0.007073654,0.009848724,0.003501459,0.027512271,0.020826927,0.001695849,0.008599275,0.000532037,0.02649271,0.010766589
33,35,-566.5575275,-978.6848763,-677.5271155,-638.9189509,-3540.557609,-4363.172361,-1089.641158,-566.5575275,0.001765046,0.001021779,0.001475956,0.001565144,0.000282441,0.000229191,0.000917733,0.001765046,0,0,0,0,19820,5515,1962,58,50,52928,127172,8540,724,2,115,28837,0,0,17,76,0,0,0,6,1,6,4,21,5,32,14,0,0,4,29.31150399,5.640375717,2.372563256,0.08552407,0.063016058,44.84695091,76.90853562,6.047191658,0.457604179,0.002745236,0.089028641,17.60389356,0.022594483,0.008925929,0.001021779,0.007243156,0.005403618,0.053654322,0.016107017,0.003171688,0.021650696,0.010204976,0,0,0.002519945,0,0,0,11809,3152,11,4848,5510,0,1065,897,22446,7120,32,23330,52251,74916,5,5008,3532,0,4,2,1,0,5,1,9,12,3,2,0,24,8,17.97497574,4.79920341,0.017528622,6.519796215,5.633512626,0,1.312863921,1.059699334,22.42322672,6.437836012,0.027278179,15.95860999,28.49942234,48.40225019,0.006863091,3.414524553,2.632667106,0.005948689,0.00297724,0.001021779,0,0.00606599,0.001177167,0.00802829,0.008078727,0.001955477,0.001216211,0,0.01615927,0.005491426
34,36,-120.5824601,-801.7616137,-95.3584061,-623.4754927,-2281.673234,-2504.212437,-1433.385545,-95.3584061,0.00829308,0.001247254,0.010486752,0.001603912,0.000438275,0.000399327,0.000697649,0.010486752,4729,0,237,1,5826,22500,277,55,78,149124,562726,13255,556,232,290,35002,2,3,9,123,2,0,1,3,1,3,2,56,13,37,11,0,0,6,26.45540216,28.06320434,2.331756976,0.064582241,0.116794245,98.42000777,258.7556352,9.601281117,0.309980962,0.132947521,0.213611324,15.17250532,0.028479312,0.011937492,0.001247254,0.013152399,0.002142168,0.085904244,0.039001871,0.006866064,0.030769462,0.006490617,0,0,0.002776231,212,157,80,3710,922,5,1189,22500,0,167,110,40567,10466,56,98035,270330,225190,67206,5865,7390,1,2,1,1,0,2,1,18,38,8,2,3,26,11,18.49739392,4.982620449,0.022707658,2.952680136,28.06320434,0,1.592100067,0.739656909,36.256598,9.347914521,0.047508225,52.76798703,149.7585594,84.72160412,24.27547171,4.72674989,4.874531227,0.010333579,0.001603912,0.001247254,0,0.012074497,0.001077902,0.017680566,0.021321304,0.0047671,0.000767482,0.001331482,0.023921283,0.006848179
35,37,-286.3581788,-880.9941637,-286.3581788,-484.2737353,-2381.000325,-1831.30584,-497.8683982,-286.3581788,0.00349213,0.001135081,0.00349213,0.002064948,0.000419992,0.000546058,0.002008563,0.00349213,8542,0,538,11,34800,112500,1466,118,68,173266,511809,13134,918,232,283,41668,0,7,25,138,5,0,1,15,2,5,2,63,13,40,13,0,0,9,59.71426434,121.5784265,3.225313798,0.140648213,0.105286261,126.4259127,281.6021482,10.06483998,0.507588591,0.113783382,0.246259712,27.21963911,0.041805589,0.025904997,0.002202182,0.009157369,0.002532478,0.09895429,0.049545959,0.007319511,0.028214256,0.008047802,0,0,0.005826762,6159,242,296,10258,1550,10,22982,112500,0,1118,348,43443,13239,67,116517,303304,141299,67206,6439,6695,0,3,12,2,0,4,1,22,41,8,2,3,30,10,16.57180038,2.60186421,0.016812286,40.52378747,121.5784265,0,2.124975772,1.100338026,33.75169815,8.28343073,0.042373984,84.34840986,206.0895306,49.83685776,25.6757599,4.84648317,5.218356808,0.004917472,0.020987525,0.002202182,0,0.005665239,0.00349213,0.014065305,0.035480654,0.005113214,0.000696494,0.001509804,0.018740941,0.009473315
36,38,-262.90345,-392.5079364,-398.6390717,-476.2561032,-538.4553883,-2092.493619,-2709.534857,-262.90345,0.003803678,0.002547719,0.002508535,0.002099711,0.001857164,0.000477899,0.000369067,0.003803678,9576,77136,335,9,13452,77136,1996,275,10,79339,373190,11320,799,202,328,4158,0,8,14,101,2,3,1,3,3,5,3,33,9,41,13,0,0,4,40.10821645,172.8860956,3.388572554,0.404815576,0.023390412,78.99820778,315.8877889,8.807377501,0.707942085,0.374324785,0.172412387,1.436921944,0.028314204,0.007659224,0.00704222,0.007949241,0.005663519,0.073107639,0.023676403,0.009971096,0.026556593,0.011160486,0,0,0.001743061,415,335,0,7170,1982,9,4291,15680,0,966,1030,26002,8472,37,44828,208434,103300,61456,7311,4009,1,2,1,1,0,4,1,11,22,6,1,2,34,7,26.36835964,7.299287842,0.032937957,6.407631011,39.93936869,0,1.53970959,1.848862964,37.75343086,10.96931269,0.049977386,30.22548684,130.2433253,52.6977367,132.9467269,4.97460743,3.832770071,0.006312213,0.001347011,0.002547719,0,0.006092077,0.001857164,0.011573353,0.012103051,0.004968395,0.0005082,0.004494501,0.021369603,0.005186991
37,39,-295.7829728,-719.1536804,-232.466961,-852.6509057,-2389.301412,-1728.05726,-1055.676503,-232.466961,0.003380857,0.001390523,0.004301687,0.001172813,0.000418532,0.000578685,0.00094726,0.004301687,1230,0,660,0,5334,157299,1666,62,25,128397,492506,10017,660,199,233,1150,2,5,16,117,2,0,2,4,2,7,2,44,11,46,13,0,0,2,10.38752494,214.937216,4.104612617,0.068230329,0.084521431,70.95490301,361.9803923,8.185804672,0.333701349,0.083795926,0.190388544,1.045229349,0.027981836,0.008833984,0.002717867,0.014191123,0.002238862,0.078177835,0.028566027,0.006860104,0.033759417,0.007318364,0,0,0.001673922,1230,180,480,776,253,2,4303,59999,97300,1186,480,48750,12198,59,67390,246354,184696,61456,7671,2346,1,0,4,1,1,6,1,17,27,5,4,2,39,7,1.486419134,0.484618609,0.003830977,8.412656221,79.63929203,135.297924,2.039803072,2.064809545,26.24872684,7.1951957,0.033253716,37.47772676,153.6583432,173.8507427,34.47130644,5.236388819,2.949415853,0,0.008833984,0.001327344,0.001390523,0.009889436,0.004301687,0.008822686,0.019743342,0.003012555,0.00273663,0.001110919,0.026418137,0.00734128
38,40,-722.0913746,-1302.265212,-722.0913746,-1261.566078,-3246.821821,-1860.905221,-548.359395,-548.359395,0.001384866,0.000767893,0.001384866,0.000792666,0.000307993,0.000537373,0.001823622,0.001823622,0,0,0,0,17573,0,750,2,25,104910,326811,8919,313,0,165,1150,0,0,9,90,0,0,0,4,0,4,0,32,8,39,8,0,0,2,19.13277794,0,0.882270577,0.003647243,0.02921712,66.44660567,165.6695241,5.187489058,0.179444576,0,0.097767486,1.82877853,0.011070101,0.004419212,0,0.004827267,0,0.054646721,0.020346363,0.003857627,0.023556832,0.004580588,0,0,0.002305312,0,0,0,11106,2640,9,3818,0,0,470,280,45302,10633,50,48925,80659,184696,61456,5988,2931,0,2,2,0,0,2,2,14,18,2,4,2,33,6,11.77814622,2.832679665,0.009761834,4.512190213,0,0,0.499829309,0.382441269,29.82609987,6.837316579,0.030036972,29.75315226,42.93698749,98.96507009,23.7674665,3.427649674,1.759839384,0.002155595,0.002263618,0,0,0.002098467,0.0027288,0.008338955,0.012007408,0.000927668,0.002164956,0.000765003,0.018833376,0.004723456
39,41,-1293.994522,-686.148957,-1160.291431,-686.148957,-994.1149749,-1702.825986,-1169.748191,-686.148957,0.000772801,0.001457409,0.000861852,0.001457409,0.00100592,0.000587259,0.000854885,0.001457409,0,0,0,0,0,16030,0,5,0,55713,317021,7589,482,688,405,8919,0,0,2,61,0,0,0,0,1,0,0,16,5,24,12,1,0,3,0,23.36227409,0,0.007287047,0,25.62497502,169.2446184,3.688034558,0.260021578,0.692072866,0.211655815,6.530106076,0.002463329,0,0.001457409,0,0,0.031168159,0.0075791,0.0033012,0.011735124,0.005712036,0.00100592,0,0.001834779,0,0,0,0,0,0,0,0,16030,0,0,18145,1767,14,35787,23600,293421,0,4296,3293,0,0,0,0,1,0,0,4,12,1,4,0,22,2,0,0,0,0,0,23.36227409,0,0,7.552538637,0.761578028,0.005907067,17.30495129,9.956388257,159.2882302,0,2.216229221,1.471805337,0,0,0,0.001457409,0,0,0.00143197,0.00614713,0.000421881,0.002879319,0,0.010861187,0.000873937
40,42,-459.0482455,-1389.775194,-361.6753114,-664.8771855,-3735.528785,-1175.625642,-1120.580136,-361.6753114,0.00217842,0.000719541,0.002764911,0.001504037,0.0002677,0.000850611,0.000892395,0.002764911,2554,0,20,2,7034,0,784,157,3,57869,8500,15233,455,0,483,30519,0,3,10,77,2,0,1,3,0,5,2,17,1,43,10,0,1,5,11.73406313,0,1.328947609,0.204813035,0.004406542,39.56319933,4.647363673,9.216343047,0.387914507,0,0.324216731,13.4004992,0.017405317,0.005745121,0,0.009030126,0.002630069,0.053397671,0.013293766,0.000535949,0.028660599,0.007592404,0,0.000706868,0.002608085,864,20,0,2438,778,4,3814,0,0,782,2,16160,3924,20,37765,8500,0,0,7025,8208,1,2,1,0,0,5,0,6,11,1,0,0,35,8,4.384919754,1.400655777,0.007133402,5.941354193,0,0,1.325260204,0.003687405,11.55032997,3.143078695,0.014997732,24.85479293,4.647363673,0,0,4.34981576,4.866527286,0.003566701,0.00217842,0,0,0.009030126,0,0.005486321,0.007807445,0.000535949,0,0,0.024071453,0.004589146
41,43,-472.2831715,-836.15291,-737.0123166,-268.3814113,-1799.202741,-2451.15866,-1560.032937,-268.3814113,0.002117374,0.001195954,0.001356829,0.00372604,0.000555802,0.00040797,0.000641012,0.00372604,4192,0,0,64,10032,22210,386,89,0,84989,137021,8812,382,688,410,7161,0,2,9,77,1,0,0,3,1,3,2,26,3,34,10,1,0,2,15.33376271,26.56212726,0.463265182,0.273583262,0,65.42426016,78.73172832,4.644453937,0.395812181,0.382391592,0.155354681,3.007291636,0.014224136,0.004224714,0.001195954,0.003672762,0.005130707,0.048318284,0.017307739,0.00217872,0.018970845,0.00827629,0.000555802,0,0.001028889,2690,0,0,1152,348,2,8530,0,22210,256,130,34916,6578,33,43462,0,137021,0,4984,3828,0,0,3,0,1,2,1,9,17,0,3,0,29,5,2.439214585,0.736846072,0.004234748,12.15346731,0,26.56212726,0.311655711,0.151609471,26.9407957,4.54392115,0.022490076,33.91705323,0,78.73172832,0,2.659166268,1.985287669,0,0.004224714,0,0.001195954,0.002506535,0.001166227,0.005641737,0.011666002,0,0.00217872,0,0.015637341,0.003333503
42,44,-467.5426047,-103.2312525,-515.2549418,-821.6530264,-2413.610682,-2796.116187,-1751.902381,-103.2312525,0.002138843,0.009686989,0.001940787,0.001217059,0.000414317,0.000357639,0.000570808,0.009686989,110,22210,0,0,17383,22210,1093,76,20,101761,218207,8228,334,688,597,2061,1,2,10,78,1,1,0,4,1,4,1,29,5,31,8,1,1,2,24.22814628,215.148024,1.843443635,0.090023233,0.020219123,64.73348769,283.6486536,6.055190787,0.216395408,0.285050114,0.226025694,0.925106401,0.023518605,0.006390329,0.009686989,0.006224228,0.001217059,0.055477893,0.018007638,0.01118297,0.019892664,0.004722609,0.000414317,0.000344331,0.000913364,50,0,0,4272,408,2,12701,0,22210,842,251,40250,7857,34,53620,59999,158208,0,4377,3851,0,1,3,0,1,4,0,9,20,1,4,0,26,5,5.728350863,0.789708975,0.003801025,17.70628542,0,215.148024,1.487131091,0.356312544,23.69349294,4.603272678,0.019634941,36.41708714,20.2695016,263.379152,0,3.2483044,2.806886386,0.002138843,0.004251486,0,0.009686989,0.006224228,0,0.006206479,0.011801159,0.000337831,0.010845139,0,0.01661232,0.003280345
43,45,-879.4538024,-894.884372,-423.3511398,-423.3511398,-3557.701394,-637.4994617,-3108.87418,-423.3511398,0.001137069,0.001117463,0.002362105,0.002362105,0.00028108,0.001568629,0.00032166,0.002362105,0,25,749,9,306,48525,1159,10,107,194122,802197,13194,185,3,1184,0,0,3,10,130,0,0,2,0,1,7,1,60,12,43,13,0,2,0,0.347943234,54.25318414,2.04301888,0.022349961,0.172609553,101.471485,520.3995554,7.438043735,0.101210715,0.001290908,0.736290755,0,0.015043059,0,0.001117463,0.010107443,0.002249525,0.07520963,0.030513351,0.007426655,0.027252649,0.007972559,0,0.002044416,0,0,149,600,0,0,0,306,25,48500,529,630,52239,15033,93,126757,87425,676522,38250,5194,8000,1,0,0,0,1,5,2,24,36,3,7,2,30,13,0,0,0,0.347943234,0.056238127,54.19694602,0.779245608,1.263773272,29.6920807,8.397619677,0.051873996,63.32991059,46.24325768,460.9517874,13.20451034,2.983035049,4.455008686,0,0,0,0.001117463,0.007047542,0.003059901,0.013687226,0.016826125,0.001505403,0.005232825,0.000688426,0.019414142,0.007838507
44,46,-383.2922338,-768.8477427,-958.2642166,-1614.475059,-3433.13162,-1931.944375,-1399.468883,-383.2922338,0.002608975,0.001300648,0.001043554,0.000619396,0.000291279,0.000517613,0.000714557,0.002608975,701,0,0,0,2122,22500,43,6,10,197399,830655,13482,621,33,623,29460,0,1,5,136,1,0,0,2,1,1,1,65,12,41,12,0,1,5,3.952191572,29.26457184,0.045171514,0.007331316,0.013006476,102.9468774,415.6690351,6.78423076,0.262698314,0.015075687,0.310592678,13.38998288,0.00759053,0.004103205,0.001300648,0.001043554,0.001143124,0.07313003,0.036174929,0.007206322,0.02079627,0.006242409,0,0.000444296,0.002265803,10,0,0,990,439,13,680,22500,0,13,30,55229,13467,79,128624,173955,650950,5750,6586,6896,0,2,0,1,0,0,1,24,41,5,6,1,31,10,2.043348521,0.858850448,0.022769219,1.027223384,29.26457184,0,0.013864909,0.031306606,29.116608,7.329516679,0.055578691,66.44517398,106.2664013,304.4294008,4.973232953,2.926106863,3.858123897,0.004103205,0,0.001300648,0,0,0.001043554,0.015127062,0.021047867,0.00352276,0.002818652,0.00086491,0.014669901,0.006126368
45,47,-1069.707167,-1271.727527,-1068.473489,-1044.475852,-3568.969425,-1289.241203,-3004.516707,-1044.475852,0.000934835,0.000786332,0.000935915,0.000957418,0.000280193,0.00077565,0.000332832,0.000957418,0,0,0,0,0,0,0,0,0,55167,1294263,9805,442,6,251,0,0,0,0,82,0,0,0,0,0,0,0,18,15,33,14,0,2,0,0,0,0,0,0,28.63830916,628.1264486,4.337107267,0.192182881,0.003770815,0.115426828,0,0,0,0,0,0,0.040644417,0.010548499,0.007340036,0.015770907,0.006239607,0,0.000745369,0,0,0,0,0,0,0,0,0,0,0,0,22906,4521,26,27714,94104,1200159,0,4910,4895,0,0,0,0,0,0,0,8,10,2,13,0,28,5,0,0,0,0,0,0,0,0,12.57150866,2.627534394,0.015334631,13.42393148,57.54759165,570.5788569,0,2.400484701,1.936622566,0,0,0,0,0,0,0.005209868,0.00533863,0.001071655,0.006268381,0,0.013377031,0.002393876
46,48,-713.5311553,-1036.497204,-655.4024467,-800.9035444,-3349.849831,-2054.698651,-3862.016517,-655.4024467,0.00140148,0.000964788,0.00152578,0.00124859,0.000298521,0.000486689,0.000258932,0.00152578,0,0,0,0,3035,0,250,27,0,79405,1152431,4881,647,4,220,0,0,0,3,80,0,0,0,1,0,1,1,27,11,28,13,0,1,0,4.253493316,0,0.381445021,0.033711925,0,34.73901378,608.7333612,2.985238874,0.266857272,0.001946757,0.088350655,0,0.00417585,0.00140148,0,0.00152578,0.00124859,0.038796871,0.012186508,0.005274644,0.015190456,0.005782385,0,0.000362877,0,0,0,0,2414,598,2,21,0,0,250,0,33249,9513,37,36606,94474,1057957,0,4093,788,0,1,0,0,0,1,0,13,14,2,9,0,26,2,3.383173926,0.838085339,0.002802961,0.02943109,0,0,0.381445021,0,15.67568637,4.325301728,0.016727169,14.72129851,45.93757153,562.7957896,0,2.5105091,0.474729775,0.00140148,0,0,0,0.00152578,0,0.006385901,0.005800607,0.000899896,0.004374749,0,0.01401234,0.001178116
47,49,-619.1322814,-623.6030483,-356.0458229,-1122.06984,-1002.014139,-1002.014139,-1021.573257,-356.0458229,0.001615164,0.001603584,0.002808627,0.00089121,0.00099799,0.00099799,0.000978882,0.002808627,0,0,70,0,13723,87580,1202,0,25,165125,1012077,21186,437,500,876,22237,0,1,13,127,0,0,1,3,2,8,0,31,18,55,18,1,2,2,17.12907611,105.6784186,1.580208732,0,0.026157461,101.3762077,573.0581636,12.63261121,0.205620841,0.464004602,0.729325452,10.64575757,0.01821845,0.004168748,0.002649883,0.01139982,0,0.079144261,0.019929461,0.010550404,0.036470443,0.008315434,0.00092787,0.001572549,0.0013781,0,70,0,4530,704,3,8486,0,87580,868,334,69752,13211,50,82112,72263,939814,0,7889,13297,1,1,2,0,2,4,4,14,17,3,15,0,41,14,6.146878161,1.087741488,0.004644947,9.889811513,0,105.6784186,1.182883559,0.397325172,39.68547388,7.445864073,0.029507243,54.21536247,32.94220102,540.1159626,0,5.016208351,7.616402855,0.001514892,0.002653856,0,0.002649883,0.00688264,0.00451718,0.008397954,0.011531507,0.00133927,0.009211134,0,0.026412998,0.010057445
48,50,-868.8161182,-288.9145672,-514.3964032,-956.2391467,-3875.067814,-609.3834724,-2474.918924,-288.9145672,0.001150992,0.003461231,0.001944026,0.001045764,0.00025806,0.001641003,0.000404054,0.003461231,0,128750,0,0,3722,222720,407,15,50,79512,1464993,8698,494,7,145,22187,0,2,10,86,0,2,0,3,3,4,0,21,15,32,15,0,1,2,4.025327579,526.8847559,0.537552903,0.017472171,0.082050141,42.52228958,1130.399541,4.978206062,0.293602988,0.007720443,0.12894271,8.064843403,0.016923634,0.003269799,0.007716304,0.005937531,0,0.055611684,0.012068181,0.014079314,0.020550322,0.007602759,0,0.0005499,0.000761208,0,0,0,1603,558,4,1557,78750,143970,392,15,29461,7258,31,42762,78834,1386159,0,4279,4419,0,2,1,1,2,3,1,10,11,1,14,0,27,5,1.72539516,0.599425468,0.004288282,1.696218669,238.1437919,288.740964,0.512937861,0.024615042,16.46517313,3.767335079,0.017699181,22.27208219,238.182562,892.2169792,0,2.507326425,2.470879637,0.002196755,0.001073044,0.003024048,0.004692256,0.004296528,0.001641003,0.00599203,0.006076151,0.003024048,0.011055266,0,0.016843091,0.003707231
49,51,-181.3043959,-102.08333,-253.5764113,-447.9778715,-3147.841457,-1255.096781,-2098.710024,-102.08333,0.005515586,0.009795919,0.003943584,0.002232253,0.000317678,0.000796751,0.000476483,0.009795919,7986,27000,207,18,17705,249500,207,38,0,121185,869908,12009,433,6,326,2999,2,7,14,92,4,1,1,7,3,1,3,30,15,31,14,0,2,1,42.02123284,505.5135113,0.816321987,0.066158342,0,82.05822768,786.1790143,6.168393731,0.238264934,0.004120909,0.158089132,1.42897302,0.041186956,0.020154786,0.012083134,0.003943584,0.005005452,0.076665468,0.02975557,0.017559704,0.017955217,0.010033098,0,0.000885397,0.000476483,3740,197,10,9585,2135,16,5969,0,249500,197,10,41846,9162,42,70135,121110,748798,0,4806,7203,1,4,3,0,3,1,0,12,18,3,12,0,24,7,20.96074738,3.885844751,0.028980638,17.14566007,0,505.5135113,0.776886142,0.039435845,33.12481771,6.558967722,0.039363768,42.33507848,54.66967564,731.5093386,0,2.879830698,3.288563033,0.009263516,0.01089127,0,0.012083134,0.003943584,0,0.012894807,0.016860763,0.001303812,0.016255891,0,0.014493993,0.003461224
50,52,-1181.273853,-1020.724634,-611.005155,-1020.724634,-2100.650787,-2231.397017,-3020.633111,-611.005155,0.000846544,0.000979696,0.001636647,0.000979696,0.000476043,0.00044815,0.000331056,0.001636647,0,0,0,0,0,0,1106,0,0,83717,330225,7009,569,387,237,0,0,0,3,78,0,0,0,0,0,3,0,23,5,34,14,0,1,0,0,0,1.359853828,0,0,39.92841914,153.4861259,3.967023875,0.316943566,0.183980774,0.104860801,0,0.004051836,0,0,0.004051836,0,0.039138434,0.010563685,0.002078066,0.018932034,0.0071165,0,0.00044815,0,0,0,0,0,0,0,0,0,0,670,436,35844,9269,29,38575,43686,285487,1052,5794,1215,0,0,0,0,0,2,1,10,13,2,2,1,31,3,0,0,0,0,0,0,0.833342778,0.526511049,18.12896006,5.081382635,0.014422851,16.70365359,15.92371606,137.0579501,0.504459752,3.117718138,0.849305737,0,0,0,0,0.002784221,0.001267615,0.005284297,0.005279388,0.000738586,0.000859955,0.000479524,0.016778734,0.0021533
