"","Cluster","Count","Proportion"
"1","Fuso(72)/Por(76)/Prev(128) clust",18,0.0167753960857409
"2","Strep(4)/Prev(12)/Veill(6) clust",66,0.0615097856477167
"3","Strep(4)/Veill(6) clust",220,0.205032618825722
"4","Strep(8)/Gem(27) clust",45,0.0419384902143523
"5","Strep(8)/Neis(13)/Hae(14) clust",205,0.191053122087605
"6","Veill(6)/Strep(4)/Prev(11) clust",519,0.483690587138863
