"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","var","conf.low","conf.high","label"
"18","Prevotella_histicola_12","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0630222200897903,0.252431695230121,0.802915482543903,"KRD_nPigsWghtDist.3000m.sum",0.941836343160003,978,855,"KRD_nPigsWghtDist.3000m.sum",-0.431743902561247,0.557788342740828,NA
"19","Streptococcus_10","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0533173095066804,0.128329044871479,0.677909330741289,"KRD_nPigsWghtDist.3000m.sum",0.885601382273524,978,977,"KRD_nPigsWghtDist.3000m.sum",-0.198207618441418,0.304842237454779,NA
"20","Campylobacter_concisus_50","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0511692078661751,0.148345853044618,0.73023836441589,"KRD_nPigsWghtDist.3000m.sum",0.907128403001105,978,957,"KRD_nPigsWghtDist.3000m.sum",-0.239588664101276,0.341927079833626,NA
"21","Lachnoanaerobaculum_54","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0470953180465229,0.218624821911391,0.829499047249296,"KRD_nPigsWghtDist.3000m.sum",0.953447180746317,978,855,"KRD_nPigsWghtDist.3000m.sum",-0.381409332899804,0.47559996899285,NA
"22","Rothia_mucilaginosa_49","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0225447045539327,0.253839088621985,0.929251720596512,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,457,"KRD_nPigsWghtDist.3000m.sum",-0.474979909145159,0.520069318253024,NA
"23","Rothia_mucilaginosa_70","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0223488857317095,0.241738750150956,0.92636373921711,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,381,"KRD_nPigsWghtDist.3000m.sum",-0.451459064564164,0.496156836027583,NA
"24","Granulicatella_48","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.0171937369872185,0.146102195418048,0.906349098017958,"KRD_nPigsWghtDist.3000m.sum",0.98902310258045,978,962,"KRD_nPigsWghtDist.3000m.sum",-0.269166566032155,0.303554040006592,NA
"25","Prevotella_16","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.00921419242186067,0.258141742190425,0.971535213550355,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,802,"KRD_nPigsWghtDist.3000m.sum",-0.496743622271373,0.515172007115094,NA
"26","Prevotella_salivae_29","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.00734935447228769,0.18207102223284,0.96781218401217,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,923,"KRD_nPigsWghtDist.3000m.sum",-0.349509849104078,0.364208558048653,NA
"27","Gemella_27","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.00375326745963429,0.162610207113302,0.981591249081397,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,950,"KRD_nPigsWghtDist.3000m.sum",-0.314962738482437,0.322469273401706,NA
"28","Lachnospiraceae_65","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",0.000494248050176856,0.26629743749249,0.998519600436939,"KRD_nPigsWghtDist.3000m.sum",0.998519600436939,978,664,"KRD_nPigsWghtDist.3000m.sum",-0.521448729435103,0.522437225535456,NA
"29","Streptococcus_4","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.00147492673681771,0.134927321613401,0.9912810716377,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,976,"KRD_nPigsWghtDist.3000m.sum",-0.265932477099083,0.262982623625448,NA
"30","Neisseria_13","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.00624512336980437,0.283146510984029,0.982408787610177,"KRD_nPigsWghtDist.3000m.sum",0.993956043608366,978,755,"KRD_nPigsWghtDist.3000m.sum",-0.561212284898502,0.548722038158893,NA
"31","Veillonella_43","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.0354885299707238,0.225301931450173,0.874879311902446,"KRD_nPigsWghtDist.3000m.sum",0.974795890699104,978,816,"KRD_nPigsWghtDist.3000m.sum",-0.477080315613063,0.406103255671616,NA
"32","Megasphaera_micronuciformis_45","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.0413972066256575,0.214817308421185,0.847236990224229,"KRD_nPigsWghtDist.3000m.sum",0.962769307072987,978,869,"KRD_nPigsWghtDist.3000m.sum",-0.46243913113118,0.379644717879865,NA
"33","Streptococcus_36","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.0425860932081575,0.175659776033528,0.808506616851968,"KRD_nPigsWghtDist.3000m.sum",0.942864859302587,978,925,"KRD_nPigsWghtDist.3000m.sum",-0.386879254233873,0.301707067817558,NA
"34","Porphyromonas_pasteri_35","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.115167130347422,0.280145260412251,0.681113374663926,"KRD_nPigsWghtDist.3000m.sum",0.885601382273524,978,756,"KRD_nPigsWghtDist.3000m.sum",-0.664251840755435,0.43391758006059,NA
"35","Veillonella_6","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.132910104749016,0.157638175178871,0.399411318018431,"KRD_nPigsWghtDist.3000m.sum",0.750523192732397,978,969,"KRD_nPigsWghtDist.3000m.sum",-0.441880928099603,0.176060718601571,NA
"36","Prevotella_21","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.163055755536999,0.295940145170288,0.581807875107287,"KRD_nPigsWghtDist.3000m.sum",0.833981775328716,978,738,"KRD_nPigsWghtDist.3000m.sum",-0.743098440070763,0.416986928996766,NA
"37","Veillonella_62","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.167383777058606,0.312686053558289,0.592588134590543,"KRD_nPigsWghtDist.3000m.sum",0.837580402248117,978,501,"KRD_nPigsWghtDist.3000m.sum",-0.780248442032852,0.445480887915641,NA
"38","Prevotella_pallens_51","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.217140291463217,0.293497711692963,0.459621307905328,"KRD_nPigsWghtDist.3000m.sum",0.789167557889296,978,667,"KRD_nPigsWghtDist.3000m.sum",-0.792395806381424,0.35811522345499,NA
"39","Alloprevotella_61","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.339970611256999,0.25680701746483,0.185944057228362,"KRD_nPigsWghtDist.3000m.sum",0.516814466883148,978,782,"KRD_nPigsWghtDist.3000m.sum",-0.843312365488065,0.163371142974068,NA
"40","Rothia_mucilaginosa_32","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.4763335555101,0.269456772598245,0.0774917815031152,"KRD_nPigsWghtDist.3000m.sum",0.36003895611809,978,568,"KRD_nPigsWghtDist.3000m.sum",-1.00446882980266,0.0518017187824604,NA
