"","feature","metadata","value","coef","stderr","pval","name","qval","N","N.not.zero","var","conf.low","conf.high","label"
"26","Streptococcus_10","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.18684603034665,0.0845726591330339,0.0273900155283573,"KRD_nPigsWghtDist.3000m.sum",0.171754262896199,978,977,"KRD_nPigsWghtDist.3000m.sum",-0.352608442247396,-0.0210836184459035,"*"
"27","Streptococcus_4","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.187674162448922,0.0881893045818007,0.0335849410920434,"KRD_nPigsWghtDist.3000m.sum",0.184387911877886,978,976,"KRD_nPigsWghtDist.3000m.sum",-0.360525199429251,-0.0148231254685928,"*"
"28","Rothia_mucilaginosa_70","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.195112944957246,0.161040105858867,0.225972016024002,"KRD_nPigsWghtDist.3000m.sum",0.536204783785768,978,381,"KRD_nPigsWghtDist.3000m.sum",-0.510751552440624,0.120525662526133,NA
"29","Stomatobaculum_79","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.208780704758573,0.201574802786228,0.300581078397797,"KRD_nPigsWghtDist.3000m.sum",0.642235491999939,978,651,"KRD_nPigsWghtDist.3000m.sum",-0.60386731821958,0.186305908702435,NA
"30","Streptococcus_36","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.222253806556461,0.115332986444189,0.0542673816094911,"KRD_nPigsWghtDist.3000m.sum",0.247204201704363,978,925,"KRD_nPigsWghtDist.3000m.sum",-0.448306459987071,0.00379884687414908,"*"
"31","Granulicatella_48","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.230577289638216,0.098124669134056,0.0189836069084162,"KRD_nPigsWghtDist.3000m.sum",0.147650275954348,978,962,"KRD_nPigsWghtDist.3000m.sum",-0.422901641140966,-0.0382529381354664,"*"
"32","Neisseria_13","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.240017695711739,0.189118650258746,0.204700040259331,"KRD_nPigsWghtDist.3000m.sum",0.511750100648326,978,755,"KRD_nPigsWghtDist.3000m.sum",-0.610690250218881,0.130654858795404,NA
"33","Haemophilus_14","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.242211251959023,0.119394103052596,0.0427680780367038,"KRD_nPigsWghtDist.3000m.sum",0.225944563212775,978,944,"KRD_nPigsWghtDist.3000m.sum",-0.47622369394211,-0.0081988099759352,"*"
"34","Oribacterium_sinus_71","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.243468879173485,0.132620300443741,0.0666919822258473,"KRD_nPigsWghtDist.3000m.sum",0.278712761540854,978,861,"KRD_nPigsWghtDist.3000m.sum",-0.503404668043217,0.016466909696248,NA
"35","Lachnospiraceae_65","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.287146302923225,0.176111281683904,0.103328334274544,"KRD_nPigsWghtDist.3000m.sum",0.352828458498443,978,664,"KRD_nPigsWghtDist.3000m.sum",-0.632324415023678,0.0580318091772267,NA
"36","Veillonella_43","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.290827862971374,0.14891383478133,0.0511111236313962,"KRD_nPigsWghtDist.3000m.sum",0.244593892438447,978,816,"KRD_nPigsWghtDist.3000m.sum",-0.58269897914278,0.00104325320003279,"*"
"37","Veillonella_6","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.299075994366784,0.10343824399656,0.00392262473317672,"KRD_nPigsWghtDist.3000m.sum",0.060820614843491,978,969,"KRD_nPigsWghtDist.3000m.sum",-0.501814952600041,-0.0963370361335267,"**"
"38","Fusobacterium_periodonticum_18","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.313819535479741,0.186807491143873,0.093301110042145,"KRD_nPigsWghtDist.3000m.sum",0.339276763789618,978,802,"KRD_nPigsWghtDist.3000m.sum",-0.679962218121731,0.0523231471622498,NA
"39","Porphyromonas_pasteri_35","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.349434278837809,0.184231459496532,0.0581663555495287,"KRD_nPigsWghtDist.3000m.sum",0.258517135775683,978,756,"KRD_nPigsWghtDist.3000m.sum",-0.710527939451013,0.0116593817753944,NA
"40","Alloprevotella_61","KRD_nPigsWghtDist.3000m.sum","KRD_nPigsWghtDist.3000m.sum",-0.459515407880276,0.169311689120343,0.00676657712238883,"KRD_nPigsWghtDist.3000m.sum",0.078943399761203,978,782,"KRD_nPigsWghtDist.3000m.sum",-0.791366318556149,-0.127664497204404,"**"
